NAME,RESTAURANT NAME,CALORIES,CATEGORY,PRICE ,ALLERGENS 1,ALLERGENS 2,ALLERGENS 3,ALLERGENS 4,ALLERGENS 5,ALLERGENS 6,ALLERGENS 7,ALLERGENS 8,ALLERGENS 9,ALLERGENS 10,SIMPLE NAME 1,SIMPLE NAME 2,SIMPLE NAME 3,
BROCCOLI CHEDDAR SOUP (MEDIUM),AU BON PAIN,340,MEAL,, , WHEAT, SULFITES, , , , , , , ,SOUP, , ,
BROCCOLI CHEDDAR SOUP (SMALL),AU BON PAIN,220,MEAL,, , WHEAT, SULFITES, , , , , , , ,SOUP, , ,
BROCCOLI CHICKEN PASTA ALFREDO,AU BON PAIN,45,MEAL,, , SOY, WHEAT, , , , , , , ,CHICKEN, , ,
BROWNIE BITES,AU BON PAIN,600,SNACK,, , MILK, SOY, WHEAT, , , , , , ,PASTRY, , ,
BROWNIE COOKIE,MODERN MARKET, ,MEAL,, , , , , , , , , , ,COOKIE, , ,
BUD LIGHT,LEGENDS, ,BEVERAGE,, , , , , , , , , , ,ALCOHOL, , ,
BUDDHA BOWL,MODERN MARKET, ,MEAL,, , , , , , , , , , ,RICE,TOFU,VEGETABLES,
BUFFALO CHICKEN,HAGERTY FAMILY CAFE, ,MEAL,, , , , , , , , , , ,SANDWICH,CHICKEN,BACON,
BUFFALO CHICKEN  ROTISSERIE-STYLE (6-INCH),SUBWAY,390,MEAL,, ,GLUTEN,SOYBEANS, , , , , , , ,SANDWICH,CHICKEN, ,
BUFFALO CHICKEN  ROTISSERIE-STYLE (FOOTLONG),SUBWAY,780,MEAL,, ,GLUTEN,SOYBEANS, , , , , , , ,SANDWICH,CHICKEN, ,
BURRITO SUPREME,TACO BELL PIZZA HUT,390,MEAL,, , , , , , , , , , ,BURRITO,BEEF,BEANS,
BUTCHER S FAVORITE,PIZZA PI, ,MEAL,, , , , , , , , , , ,PIZZA,PORK,BACON,
BUTTER CROISSANT,HAGERTY FAMILY CAFE, ,MEAL,, , , , , , , , , , ,PASTRY,BREAD, ,
BUTTER CROISSANT,STARBUCKS,310,MEAL,, , , , , , , , , , ,PASTRY, , ,
BUTTER CROISSANT,STARBUCKS,260,MEAL,, , , , , , , , , , ,PASTRY, , ,
BUTTERNUT SQUAS BISQUE,CROSSINGS, ,MEAL,, , , , , , , , , , ,VEGETABLES,SOUP, ,
BUTTERNUT SQUASH & APPLE (LARGE),AU BON PAIN,270,MEAL,, , SOY, , , , , , , , ,VEGETABLES, , ,
BUTTERNUT SQUASH & APPLE (MEDIUM),AU BON PAIN,200,MEAL,, , SOY, , , , , , , , ,VEGETABLES, , ,
BUTTERNUT SQUASH & APPLE (SMALL),AU BON PAIN,130,MEAL,, , SOY, , , , , , , , ,VEGETABLES, , ,
CA  MOMI,LEGENDS, ,BEVERAGE,, , , , , , , , , , ,ALCOHOL, , ,
CAESAR ASIAGO,AU BON PAIN,180,MEAL,, , SOY, WHEAT, , , , , , , ,VEGETABLES, , ,
CAF E LATTE,CHARRON FAMILY, ,BEVERAGE,, , , , , , , , , , ,COFFEE, , ,
CAFFE AMERICANO - GRANDE,STARBUCKS,15,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFE AMERICANO - SHORT,STARBUCKS,5,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFE AMERICANO - TALL,STARBUCKS,10,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFE AMERICANO - VENTI,STARBUCKS,25,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFE AMERICANO (LARGE),AU BON PAIN,15,BEVERAGE,, , , , , , , , , , ,COFFEE, , ,
CAFFE AMERICANO (MEDIUM),AU BON PAIN,10,BEVERAGE,, , , , , , , , , , ,COFFEE, , ,
CAFFE LATTE - GRANDE,STARBUCKS,190,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFE LATTE - TALL,STARBUCKS,150,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFE LATTE - VENTI,STARBUCKS,240,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFE LATTE (LARGE),AU BON PAIN,180,BEVERAGE,, , , , , , , , , , ,COFFEE, , ,
CAFFE LATTE (MEDIUM),AU BON PAIN,140,BEVERAGE,, , , , , , , , , , ,COFFEE, , ,
CAFFE MILANO (LARGE),AU BON PAIN,350,BEVERAGE,, , HAZELNUT, , , , , , , , ,COFFEE, , ,
CAFFE MILANO (MEDIUM),AU BON PAIN,280,BEVERAGE,, , HAZELNUT, , , , , , , , ,COFFEE, , ,
CAFFE MISTO - GRANDE,STARBUCKS,110,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFE MISTO - SHORT,STARBUCKS,50,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFE MISTO - TALL,STARBUCKS,80,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFE MISTO - VENTI,STARBUCKS,130,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFE MOCHA - GRANDE,STARBUCKS,360,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFE MOCHA - TALL,STARBUCKS,290,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFE MOCHA - VENTI,STARBUCKS,450,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFE VANILLA - GRANDE,STARBUCKS,300,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFE VANILLA - TALL,STARBUCKS,600,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFE VANILLA - VENTI,STARBUCKS,430,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAFFEINE FREE DIET COKE (LARGE),AU BON PAIN,5,BEVERAGE,, , , , , , , , , , ,SODA, , ,
CAFFEINE FREE DIET COKE (MEDIUM),AU BON PAIN,5,BEVERAGE,, , , , , , , , , , ,SODA, , ,
CAJUN CHICKEN PENNE PASTA,LEGENDS, ,MEAL,, , , , , , , , , , ,CHICKEN,PASTA, ,
CALIFORNIA ROLL,STAR GINGER,261,MEAL,, , , , , , , , , , ,SUSHI,FISH, ,
CAPPUCCINO,CHARRON FAMILY, ,BEVERAGE,, , , , , , , , , , ,COFFEE, , ,
CAPPUCCINO - GRANDE,STARBUCKS,120,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAPPUCCINO - SHORT,STARBUCKS,80,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAPPUCCINO - TALL,STARBUCKS,90,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAPPUCCINO - VENTI,STARBUCKS,150,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CAPPUCCINO (LARGE),AU BON PAIN,160,BEVERAGE,, , , , , , , , , , ,COFFEE, , ,
CAPPUCCINO (MEDIUM),AU BON PAIN,120,BEVERAGE,, , , , , , , , , , ,COFFEE, , ,
CAPRESE (6-INCH),SUBWAY,600,MEAL,, ,GLUTEN,SOYBEANS, , , , , , , ,SANDWICH, , ,
CAPRESE (FOOTLONG),SUBWAY,1200,MEAL,, ,GLUTEN,SOYBEANS, , , , , , , ,SANDWICH, , ,
CARAMEL - GRANDE,STARBUCKS,420,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CARAMEL - MINI,STARBUCKS,190,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CARAMEL - TALL,STARBUCKS,300,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CARAMEL - VENTI,STARBUCKS,510,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CARAMEL APPLE SPICE - GRANDE,STARBUCKS,220,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CARAMEL APPLE SPICE - SHORT,STARBUCKS,440,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CARAMEL APPLE SPICE - TALL,STARBUCKS,540,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CARAMEL APPLE SPICE - VENTI,STARBUCKS,300,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CARAMEL MACCHIATO (LARGE),AU BON PAIN,340,BEVERAGE,, , , , , , , , , , ,COFFEE, , ,
CARAMEL MACCHIATO (MEDIUM),AU BON PAIN,270,BEVERAGE,, , , , , , , , , , ,COFFEE, , ,
CARAMEL RIBBON CRUNCH - GRANDE,STARBUCKS,340,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CARAMEL RIBBON CRUNCH - TALL,STARBUCKS,530,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CARAMEL RIBBON CRUNCH - VENTI,STARBUCKS,490,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CARAMEL WAFFLE CONE - GRANDE,STARBUCKS,300,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CARAMEL WAFFLE CONE - MINI,STARBUCKS,310,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CARAMEL WAFFLE CONE - TALL,STARBUCKS,220,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CARAMEL WAFFLE CONE - VENTI,STARBUCKS,400,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CARIBBEAN CRAZE,HAGERTY FAMILY CAFE, ,BEVERAGE,, , , , , , , , , , ,SMOOTHIES,BANANAS,STRAWBERRY,
CARNITAS SALAD,CROSSINGS, ,MEAL,, , , , , , , , , , ,SALAD,PORK, ,
CARNITAS WRAP,CROSSINGS, ,MEAL,, , , , , , , , , , ,SANDWICH,PORK, ,
CAT CAKE POP,STARBUCKS,150,SNACK,, , , , , , , , , , ,PASTRY,CAKE, ,
CEDAR PLANK SALMON ,ROHRS, ,MEAL,, , , , , , , , , , ,FISH,ALMONDS,POTATO,
CHAI CREME - GRANDE,STARBUCKS,480,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CHAI CREME - TALL,STARBUCKS,380,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CHAI CREME - VENTI,STARBUCKS,250,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CHAI LATTE (LARGE),AU BON PAIN,270,BEVERAGE,, , , , , , , , , , ,COFFEE, , ,
CHAI LATTE (MEDIUM),AU BON PAIN,210,BEVERAGE,, , , , , , , , , , ,COFFEE, , ,
CHAI TEA LATTE - GRANDE,STARBUCKS,190,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CHAI TEA LATTE - TALL,STARBUCKS,130,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CHAI TEA LATTE - VENTI,STARBUCKS,190,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CHALUPA SUPREME,TACO BELL PIZZA HUT,340,MEAL, , , , , , , , , , , ,TACO,BEEF,CHEESE,
CHATEAU SOUVERAIN,LEGENDS, ,BEVERAGE, , , , , , , , , , , ,ALCOHOL, , ,
CHEDDAR CHICKEN SALAD SANDWHICH,CAFE COMMONS,500,MEAL, , , , , , , , , , , ,CHICKEN,SANDWICH,CHEESE,
CHEDDAR CHICKEN SALAD WRAP,CAFE COMMONS,500,MEAL, , , , , , , , , , , ,CHICKEN,SANDWICH,CHEESE,
CHEDDAR CHICKEN SANDWHICH,CAFE COMMONS,500,MEAL, , , , , , , , , , , ,CHICKEN,SANDWICH,CHEESE,
CHEDDAR CHICKEN WRAP,CAFE COMMONS,500,MEAL, , , , , , , , , , , ,CHICKEN,SANDWICH,CHEESE,
CHEDDAR EGG SALAD SANDWHICH,CAFE COMMONS,500,MEAL, , , , , , , , , , , ,EGG,SALAD,CHEESE,
CHEDDAR EGG SALAD WRAP,CAFE COMMONS,500,MEAL, , , , , , , , , , , ,EGG,SALAD,CHEESE,
CHEDDAR ROAST BEEF SANDWHICH,CAFE COMMONS,500,MEAL, , , , , , , , , , , ,BEEF,SANDWICH,CHEESE,
CHEDDAR ROAST BEEF WRAP,CAFE COMMONS,500,MEAL, , , , , , , , , , , ,BEEF,SANDWICH,CHEESE,
CHEDDAR SALAMI SANDWHICH,CAFE COMMONS,500,MEAL, , , , , , , , , , , ,SALAMI,SANDWICH,CHEESE,
CHEDDAR SALAMI WRAP,CAFE COMMONS,500,MEAL, , , , , , , , , , , ,SALAMI,SANDWICH,CHEESE,
CHEDDAR TURKEY SANDWHICH,CAFE COMMONS,500,MEAL, , , , , , , , , , , ,TURKEY,SANDWHICH,CHEESE,
CHEDDAR TURKEY WRAP,CAFE COMMONS,500,MEAL, , , , , , , , , , , ,TURKEY,SANDWHICH,CHEESE,
CHEESCAKE SUPREME,HAGERTY FAMILY CAFE, ,SNACK, , , , , , , , , , , ,PASTRY,CAKE, ,
CHEESE & FRUIT PROTEIN BOX,STARBUCKS,450,MEAL, , , , , , , , , , , ,SANDWICH,CHEESE, ,
CHEESE DANISH,STARBUCKS,290,SNACK, , , , , , , , , , , ,PASTRY,CHEESE, ,
CHEESE PERSONAL PIZZA,TACO BELL PIZZA HUT, ,MEAL, , , , , , , , , , , ,PIZZA,CHEESE, ,
CHEESE QUESADILLA,TACO BELL PIZZA HUT,460,MEAL, , , , , , , , , , , ,BURRITO,CHEESE, ,
CHEESE STICKS ,TACO BELL PIZZA HUT, ,MEAL, , , , , , , , , , , ,CHEESE, , ,
CHEESY BREADSTICK BITES,PIZZA PI, ,MEAL, , , , , , , , , , , ,BREAD,CHEESE, ,
CHEESY GORDITA CRUNCH,TACO BELL PIZZA HUT,500,MEAL, , , , , , , , , , , ,BURRITO,CHEESE,BEEF,
CHEESY PEPPERONI BREADSTICK BITES,PIZZA PI, ,MEAL, , , , , , , , , , , ,BREAD,CHEESE,PORK,
CHEESY ROLL UP,TACO BELL PIZZA HUT,180,MEAL, , , , , , , , , , , ,BURRITO,CHEESE, ,
CHERRY COKE (KIDS),SMASHBURGER,150,BEVERAGE, , , , , , , , , , , ,SODA, , ,
CHERRY COKE (LARGE),SMASHBURGER,400,BEVERAGE, , , , , , , , , , , ,SODA, , ,
CHERRY COKE (REGULAR),SMASHBURGER,280,BEVERAGE, , , , , , , , , , , ,SODA, , ,
CHEWY MARSHMALLOW BAR,AU BON PAIN,250,SNACK, , MILK, , , , , , , , , ,PASTRY, , ,
CHICKEN & BACON RANCH,SUBWAY,460,MEAL, ,WHEAT,GLUTEN,SOYBEANS, , , , , , , ,SANDWICH,CHICKEN, ,
CHICKEN & BACON RANCH MELT (6-INCH),SUBWAY,540,MEAL, ,WHEAT,GLUTEN,SOYBEANS,NITRITES, , , , , , ,SANDWICH,CHICKEN, ,
CHICKEN & BACON RANCH MELT (FOOTLONG),SUBWAY,1080,MEAL, ,WHEAT,GLUTEN,SOYBEANS,NITRITES, , , , , , ,SANDWICH,CHICKEN, ,
CHICKEN & BACON RANCH MELT ON TOMATO BASIL WRAP,SUBWAY,800,MEAL, ,WHEAT,GLUTEN,SOYBEANS, , , , , , , ,SANDWICH,CHICKEN, ,
CHICKEN & DOUBLE-SMOKED BACON,STARBUCKS,620,MEAL, , , , , , , , , , , ,SANDWICH,BACON,CHICKEN,
CHICKEN & QUINOA PROTEIN BOWL WITH BLACK BEANS & GREENS,STARBUCKS,420,MEAL, , , , , , , , , , , ,CHICKEN, , ,
CHICKEN ALFREDO TUSCAN PASTA,TACO BELL PIZZA HUT, ,MEAL, , , , , , , , , , , ,PASTA,CHEESE,CHICKEN,
CHICKEN & DUMPLING SOUP (LARGE),AU BON PAIN,350,MEAL, , EGGS, MILK, SOY, WHEAT, , , , , , ,CHICKEN,SOUP, ,
CHICKEN & DUMPLING SOUP (MEDIUM),AU BON PAIN,260,MEAL, , EGGS, MILK, SOY, WHEAT, , , , , , ,CHICKEN,SOUP, ,
CHICKEN & DUMPLING SOUP (SMALL),AU BON PAIN,170,MEAL, , EGGS, MILK, SOY, WHEAT, , , , , , ,CHICKEN,SOUP, ,
CHICKEN & VEGETABLE STEW (LARGE),AU BON PAIN,450,MEAL, , MILK, SOY, WHEAT, SULFITES, , , , , , ,SOUP,CHICKEN, ,
CHICKEN & VEGETABLE STEW (MEDIUM),AU BON PAIN,340,MEAL, , MILK, SOY, WHEAT, SULFITES, , , , , , ,SOUP,CHICKEN, ,
CHICKEN & VEGETABLE STEW (SMALL),AU BON PAIN,220,MEAL, , MILK, SOY, WHEAT, SULFITES, , , , , , ,SOUP,CHICKEN, ,
CHICKEN ARTICHOKE ON ANCIENT GRAIN FLATBREAD PANINI,STARBUCKS,470,MEAL, , , , , , , , , , , ,SANDWICH,CHICKEN, ,
CHICKEN ASIAN SALAD,CROSSINGS, ,MEAL, , , , , , , , , , , ,SALAD,CHICKEN, ,
CHICKEN ASIAN WRAP,CROSSINGS, ,MEAL, , , , , , , , , , , ,SANDWICH,CHICKEN, ,
CHICKEN BACON RANCH SALAD,CROSSINGS, ,MEAL, , , , , , , , , , , ,SALAD,CHICKEN,RANCH,
CHICKEN BACON RANCH SANDWHICH,CROSSINGS, ,MEAL, , , , , , , , , , , ,CHICKEN,BACON,SANDWICH,
CHICKEN BEAN & RICE BURRITO,TACO BELL PIZZA HUT,430,MEAL, , , , , , , , , , , ,BURRITO,CHICKEN,RICE,
CHICKEN BLT SALAD SANDWICH,STARBUCKS,470,MEAL, , , , , , , , , , , ,SANDWICH,CHICKEN,BACON,
CHICKEN CAESAR,HAGERTY FAMILY CAFE, ,MEAL, , , , , , , , , , , ,SANDWICH,CHICKEN, ,
CHICKEN CAESAR ASIAGO,AU BON PAIN,280,MEAL, ,MILK, SOY, WHEAT, , , , , , , ,CHICKEN,VEGETABLES, ,
CHICKEN CAESAR PIADINAS,PIZZA PI, ,MEAL, , , , , , , , , , , ,CHICKEN, , ,
CHICKEN CAESAR WRAP,AU BON PAIN,560,MEAL, , EGGS, ANCHOVY, MILK, SOY, , , , , , ,SANDWICH,CHICKEN, ,
CHICKEN CAPRESE,STARBUCKS,500,MEAL, , , , , , , , , , , ,SANDWICH,CHICKEN, ,
CHICKEN CAPRESE PIADINAS,PIZZA PI, ,MEAL, , , , , , , , , , , ,SANDWICH,CHICKEN,CHEESE,
CHICKEN CASESAR SALAD,PIZZA PI, ,MEAL, , , , , , , , , , , ,SALAD,CHICKEN, ,
CHICKEN CLUB SANDWICH,MODERN MARKET, ,MEAL, , , , , , , , , , , ,SANDWICH,CHICKEN,CHEESE,
CHICKEN COBB SALAD - HALF,MODERN MARKET, ,MEAL, , , , , , , , , , , ,SALAD,CHICKEN, ,
CHICKEN COBB SALAD - WHOLE,MODERN MARKET, ,MEAL, , , , , , , , , , , ,STEAK, , ,
CHICKEN COBB WITH AVOCADO,AU BON PAIN,440,MEAL, , EGGS, MILK, , , , , , , , ,CHICKEN, , ,
CHICKEN FINGERS,LEGENDS, ,MEAL, , , , , , , , , , , ,CHICKEN, , ,
CHICKEN FLORENTINE SOUP (LARGE),AU BON PAIN,380,MEAL, , EGGS, MILK, SOY, WHEAT, , , , , , ,SOUP,CHICKEN, ,
CHICKEN FLORENTINE SOUP (MEDIUM),AU BON PAIN,280,MEAL, , EGGS, MILK, SOY, WHEAT, , , , , , ,SOUP,CHICKEN, ,
CHICKEN FLORENTINE SOUP (SMALL),AU BON PAIN,190,MEAL, , EGGS, MILK, SOY, WHEAT, , , , , , ,SOUP,CHICKEN, ,
CHICKEN GUMBO SOUP (LARGE),AU BON PAIN,260,MEAL, , SOY, WHEAT, , , , , , , , ,SOUP,CHICKEN, ,
CHICKEN GUMBO SOUP (MEDIUM),AU BON PAIN,200,MEAL, , SOY, WHEAT, , , , , , , , ,SOUP,CHICKEN, ,
CHICKEN GUMBO SOUP (SMALL),AU BON PAIN,130,MEAL, , SOY, WHEAT, , , , , , , , ,SOUP,CHICKEN, ,
CHICKEN MARGHERITA,AU BON PAIN,600,MEAL, , MILK, SOY, WHEAT, , , , , , , ,SANDWICH,CHICKEN, ,
CHICKEN NOODLE SOUP,CROSSINGS, ,MEAL, , , , , , , , , , , ,SOUP,CHICKEN, ,
CHICKEN NOODLE SOUP (LARGE),AU BON PAIN,160,MEAL, , EGGS, WHEAT, , , , , , , , ,SOUP,CHICKEN, ,
CHICKEN NOODLE SOUP (MEDIUM),AU BON PAIN,120,MEAL, , EGGS, WHEAT, , , , , , , , ,SOUP,CHICKEN, ,
CHICKEN NOODLE SOUP (SMALL),AU BON PAIN,80,MEAL, , EGGS, WHEAT, , , , , , , , ,SOUP,CHICKEN, ,
CHICKEN PESTO WITH NEW FRESH MOZZARELLA (6-INCH),SUBWAY,580,MEAL, ,WHEAT,GLUTEN,SOYBEANS, , , , , , , ,SANDWICH,CHICKEN, ,
CHICKEN PESTO WITH NEW FRESH MOZZARELLA (FOOTLONG),SUBWAY,1160,MEAL, ,WHEAT,GLUTEN,SOYBEANS, , , , , , , ,SANDWICH,CHICKEN, ,
CHICKEN SANTA FE ON ANCIENT GRAIN FLATBREAD,STARBUCKS,370,MEAL, , , , , , , , , , , ,SANDWICH,CHICKEN, ,
CHICKEN SAUSAGE & BACON BISCUIT,STARBUCKS,450,MEAL, , , , , , , , , , , ,SANDWICH,EGG,BACON,
CHICKEN SAUSAGE & MUSHROOM FLATBREAD,STARBUCKS,310,MEAL, , , , , , , , , , , ,SANDWICH,CHICKEN, ,
CHICKEN SKEWERS,STARBUCKS,300,MEAL, , , , , , , , , , , ,CHICKEN, , ,
CHICKEN STRIPS,SMASHBURGER, ,MEAL,,MILK,WHEAT,SOY,EGG, , , , , , ,CHICKEN, , ,
CHICKEN TORTILLA SOUP,CROSSINGS, ,MEAL, , , , , , , , , , , ,SOUP,CHICKEN, ,
CHICKEN WINGS IN BBQ SAUCE,AU BON PAIN,70,MEAL, , SOY, WHEAT, , , , , , , , ,CHICKEN, , ,
CHICKEN WINGS IN TERIYAKI SAUCE,AU BON PAIN,70,MEAL, , SOY, SESAME, , , , , , , , ,CHICKEN, , ,
CHICKEN WRAP,CAFE DE GRASTA, ,MEAL, , , , , , , , , , , ,SANDWICH,CHICKEN, ,
CHICKEN WRAP PROTEIN BOX,STARBUCKS,690,MEAL, , , , , , , , , , , ,SANDWICH,CHICKEN, ,
CHILLI CHEESE BURRITO,TACO BELL PIZZA HUT,370,MEAL, , , , , , , , , , , ,BURRITO,CHEESE,CHEESE,
CHIPOTLE BLACK BEAN BURGER WITH AVOCADO SANDWICH (HALF SANDWICH),AU BON PAIN,370,MEAL, , EGGS, MILK, SOY, WHEAT, , , , , , ,SANDWICH, , ,
CHIPOTLE BLACK BEAN BURGER WITH AVOCADO SANDWICH (WHOLE SANDWICH),AU BON PAIN,690,MEAL, , EGGS, MILK, SOY, WHEAT, , , , , , ,SANDWICH, , ,
CHIPOTLE CHICKEN MELY,HAGERTY FAMILY CAFE, ,MEAL, , , , , , , , , , , ,SANDWICH,CHICKEN,CHEESE,
CHIPOTLE SOUTHWEST STEAK & CHEESE ON TOMATO BASIL WRAP,SUBWAY,740,MEAL, ,WHEAT,GLUTEN, , , , , , , , ,SANDWICH,CHEESE, ,
CHIPOTLE STEAK SANDWICH,MODERN MARKET,475,MEAL, , , , , , , , , , , ,SANDWICH,STEAK, ,
CHIPOTLE TURKEY & AVOCADO (HALF SANDWICH),AU BON PAIN,350,MEAL, , EGGS, MILK, SOY, WHEAT, , , , , , ,SANDWICH,TURKEY, ,
CHIPOTLE TURKEY & AVOCADO (WHOLE SANDWICH),AU BON PAIN,680,MEAL, , EGGS, MILK, SOY, WHEAT, , , , , , ,SANDWICH,TURKEY, ,
CHOCOLATE,STARBUCKS,320,SNACK, , , , , , , , , , , ,SNACK,CHOCOLATE, ,
CHOCOLATE - GRANDE,STARBUCKS,400,BEVERAGE,,MILK, , , , , , , , , ,COFFEE,CHOCOLATE, ,
CHOCOLATE & CR��ME TORSADE,AU BON PAIN,230,SNACK,, , MILK, SOY, COCONUT, SULFITES, , , , , ,PASTRY,CHOCOLATE, ,
CHOCOLATE CAKE ,ROHRS, ,SNACK,, , , , , , , , , , ,CAKE,CHOCOLATE, ,
CHOCOLATE CAKE POP,STARBUCKS,160,SNACK,, , , , , , , , , , ,PASTRY,CHOCOLATE, ,
CHOCOLATE CHIP BROWNIE,AU BON PAIN,440,SNACK,, ,MILK, SOY, WHEAT, PEANUTS, , , , , ,PASTRY,CHOCOLATE, ,
CHOCOLATE CHIP COOKIE,AU BON PAIN,370,SNACK,, , MILK, SOY, WHEAT, , , , , , ,PASTRY,CHOCOLATE, ,
CHOCOLATE CHIP COOKIE,STARBUCKS,310,SNACK,, , , , , , , , , , ,PASTRY,CHOCOLATE, ,
CHOCOLATE CHIP COOKIE DOUGH CAKE POP,STARBUCKS,180,SNACK,, , , , , , , , , , ,PASTRY,CHOCOLATE, ,
CHOCOLATE COOKIE CRUMBLE CREME - GRANDE,STARBUCKS,460,BEVERAGE,,MILK, , , , , , , , , ,COFFEE,CHOCOLATE, ,
CHOCOLATE COOKIE CRUMBLE CREME - TALL,STARBUCKS,360,BEVERAGE,,MILK, , , , , , , , , ,COFFEE,CHOCOLATE, ,
CHOCOLATE COOKIE CRUMBLE CREME - VENTI,STARBUCKS,340,BEVERAGE,,MILK, , , , , , , , , ,COFFEE,CHOCOLATE, ,
CHOCOLATE COVERED ALMONDS,AU BON PAIN,450,SNACK, , MILK, SOY, ALMONDS, , , , , , , ,PASTRY,CHOCOLATE, ,
CHOCOLATE CROISSANT,AU BON PAIN,470,SNACK, , EGGS, MILK, SOY, WHEAT, , , , , , ,PASTRY,CHOCOLATE, ,
CHOCOLATE CROISSANT,AU BON PAIN CART,470,SNACK, , EGGS, MILK, SOY, WHEAT, , , , , , ,PASTRY,CHOCOLATE, ,
CHOCOLATE CROISSANT,HAGERTY FAMILY CAFE, ,SNACK, , , , , , , , , , , ,CHOCOLATE,PASTRY,COOKIE,
CHOCOLATE CROISSANT,STARBUCKS,340,MEAL, , , , , , , , , , , ,PASTRY,CHOCOLATE, ,
CHOCOLATE DIPPED CRANBERRY ALMOND COCONUT MACAROON,AU BON PAIN,290,SNACK, , EGGS, MILK, SOY, ALMONDS, WHEAT, SULFITES, , , , ,PASTRY,CHOCOLATE, ,
CHOCOLATE MARBLE LOAF CAKE,STARBUCKS,490,SNACK, , , , , , , , , , , ,PASTRY,CHOCOLATE, ,
CHOCOLATE MILKSHAKE,SMASHBURGER,790,BEVERAGE,,MILK,PEANUT,TREE NUT,WHEAT,SOY,EGG, , , , ,MILKSHAKE, , ,
CHUNKY PEANUT BUTTER COOKIE,AU BON PAIN,400,SNACK, , EGGS, MILK, PEANUTS, WHEAT, , , , , , ,PASTRY,COOKIE, ,
CIABATTA (LARGE),AU BON PAIN,240,MEAL, , MILK, SOY, WHEAT, , , , , , , ,BREAD, , ,
CIABATTA (SMALL),AU BON PAIN,190,MEAL, , MILK, SOY, WHEAT, , , , , , , ,BREAD, , ,
CINNABON DELIGHTS,TACO BELL PIZZA HUT,160,SNACK, , , , , , , , , , , ,PASTRY, , ,
CINNABON DELIGHTS,TACO BELL PIZZA HUT, ,SNACK, , , , , , , , , , , ,PASTRY, , ,
CINNAMON CRISP BAGEL,AU BON PAIN,370,MEAL, , MILK, SOY, WHEAT, , , , , , , ,BREAD, , ,
CINNAMON DOLCE CREME - GRANDE,STARBUCKS,480,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CINNAMON DOLCE CREME - TALL,STARBUCKS,400,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
CINNAMON DOLCE CREME - VENTI,STARBUCKS,280,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
