NAME,RESTAURANT NAME,CALORIES,CATEGORY,PRICE ,ALLERGENS 1,ALLERGENS 2,ALLERGENS 3,ALLERGENS 4,ALLERGENS 5,ALLERGENS 6,ALLERGENS 7,ALLERGENS 8,ALLERGENS 9,ALLERGENS 10,SIMPLE NAME 1,SIMPLE NAME 2,SIMPLE NAME 3,,
TALBOTT KALI HART,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
TENDER BELLY BLT ,MODERN MARKET,730,MEAL,,,,,,,,,,,,SANDWICH,BACON,TOMATO,,
TERIYAKI CHICKEN BOWL,CROSSINGS,,MEAL,,,,,,,,,,,,RICE,CHICKEN,CHICKEN,,
TERIYAKI STEAK HARVEST HOT BOWL,AU BON PAIN,600,MEAL,, MILK, SOY, WHEAT, SESAME,,,,,,,CHICKEN,CHICKEN,CHICKEN,,
TERIYAKI STEAK HARVEST HOT WRAP,AU BON PAIN,590,MEAL,, MILK, SOY, WHEAT, SESAME,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
TEXAS CHILI SOUP,CROSSINGS,,MEAL,,,,,,,,,,,,SOUP,CHILI,CHILI,,
THAI BBQ CHICKEN,STAR GINGER,400,MEAL,,,,,,,,,,,,CHICKEN,RICE,RICE,,
THAI BUBBLE TEA,STAR GINGER,,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
THAI COCONUT SALAD - HALF ,MODERN MARKET,425,MEAL,,,,,,,,,,,,SALAD,COCONUT,COCONUT,,
THAI COCONUT SALAD - WHOLE ,MODERN MARKET,850,MEAL,,,,,,,,,,,,SALAD,COCONUT,COCONUT,,
THAI ICED TEA,STAR GINGER,,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
THAI PEANUT CHICKEN SALAD,AU BON PAIN,220,MEAL,, SOY, WHEAT,,,,,,,,,CHICKEN,SALAD,SALAD,,
THAI PEANUT CHICKEN WRAP,AU BON PAIN,540,MEAL,, PEANUTS, SOY, HAZELNUT, WHEAT,,,,,,,SANDWICH,SALAD,SALAD,,
THAI-STYLE PEANUT CHICKEN WRAP,STARBUCKS,450,MEAL,,,,,,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
THE CLASSIC - BANTAM BAGELS (2 PACK),STARBUCKS,200,MEAL,,,,,,,,,,,,PASTRY,PASTRY,PASTRY,,
THE GOOD EGG,AU BON PAIN,540,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,EGGS,EGGS,,
THE KING OF CAMPUS,LEGENDS,,MEAL,,,,,,,,,,,,STEAK,POTATO,POTATO,,
THE MCGRAW,LEGENDS,,MEAL,,,,,,,,,,,,CHICKEN,CHEESE ,SANWICH,,
THREE CHEESE PIZZA - HALF,MODERN MARKET,405,MEAL,,,,,,,,,,,,PIZZA,CHEESE,CHEESE,,
THREE CHEESE PIZZA - WHOLE,MODERN MARKET,810,MEAL,,,,,,,,,,,,PIZZA,CHEESE,CHEESE,,
TIRAMISU PARFAIT,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,YOGURT,YOGURT,YOGURT,,
TOASTED CHEDDAR CHALUPA,TACO BELL PIZZA HUT,450,MEAL,,,,,,,,,,,,TACO,BEEF,CHEESE,,
TOASTED CHEDDAR CHALUPA BOX,TACO BELL PIZZA HUT,900,MEAL,,,,,,,,,,,,TACO,BEEF,CHEESE,,
TOFFEEDOODLE,STARBUCKS,300,SNACK,,,,,,,,,,,,PASTRY,PASTRY,PASTRY,,
TOMATO & MOZZARELLA,STARBUCKS,350,MEAL,,,,,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
TOMATO BASIL,MODERN MARKET,,MEAL,,,,,,,,,,,,TOMATO,TOMATO,TOMATO,,
TOMATO BASIL BISQUE (LARGE),AU BON PAIN,320,MEAL,, MILK, WHEAT,,,,,,,,,SOUP,SOUP,SOUP,,
TOMATO BASIL BISQUE (MEDIUM),AU BON PAIN,240,MEAL,, MILK, WHEAT,,,,,,,,,SOUP,SOUP,SOUP,,
TOMATO BASIL BISQUE (SMALL),AU BON PAIN,160,MEAL,, MILK, WHEAT,,,,,,,,,SOUP,SOUP,SOUP,,
TOMATO CHEESE & BASIL,HAGERTY FAMILY CAFE,,MEAL,,,,,,,,,,,,SANDWICH,CHEESE,CHEESE,,
TOMATO TORTELLINI,CROSSINGS,,MEAL,,,,,,,,,,,,PASTA,CHEESE,TOMATO,,
TORTILLA WRAP,AU BON PAIN,280,MEAL,, SOY, WHEAT,,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
TOTS (REGULAR),SMASHBURGER,240,MEAL,EGG,MILK,WHEAT,SOY,,,,,,,,POTATOES,POTATOES,POTATOES,,
TRADITIONAL BURGER ,ROHRS,,MEAL,,,,,,,,,,,,BURGER,BURGER,BURGER,,
TRIPLE LAYER NACHOS,TACO BELL PIZZA HUT,320,MEAL,,,,,,,,,,,,NACHO,CHEESE,CHEESE,,
TROPICAL GREEN ICED TEA (LARGE),AU BON PAIN,0,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
TROPICAL GREEN ICED TEA (MEDIUM),AU BON PAIN,0,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
TROPICAL THERAPY,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,PINEAPPLE,COCONUT,,
TRUFFLE MAC & CHEESE,STARBUCKS,490,MEAL,,,,,,,,,,,,PASTA,CHEESE,CHEESE,,
TRUFFLE MUSHROOM SWISS,SMASHBURGER,650,MEAL,EGG,MILK,TREE NUT,WHEAT,SOY,,,,,,,BURGER,SANDWICH,SANDWICH,,
TRUFFLE POPCORN,STARBUCKS,150,SNACK,,,,,,,,,,,,POPCOREN,POPCOREN,POPCOREN,,
TUCK BECKSTOFFER WINES SAUVIGNON BLANC,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
TUNA,SUBWAY,310,MEAL,,WHEAT,GLUTEN,SOYBEANS,EGG,FISH,FISH,,,,,SANDWICH,SANDWICH,SANDWICH,,
TUNA MELT,CROSSINGS,,MEAL,,,,,,,,,,,,SANDWICH,TUNA,CHEESE,,
TUNA ON TOMATO BASIL WRAP,SUBWAY,820,MEAL,,WHEAT,GLUTEN,EGG,FISH,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
TUNA SALAD SANDWICH (HALF SANDWICH),AU BON PAIN,230,MEAL,, EGGS, TUNA, SOY, WHEAT,,,,,,,SANDWICH,SALAD,TUNA,,
TUNA SALAD SANDWICH (HALF SANDWICH),AU BON PAIN,230,MEAL,, EGGS, TUNA, SOY, WHEAT,,,,,,,SANDWICH,SALAD,TUNA,,
TUNA SALAD SANDWICH (WHOLE SANDWICH),AU BON PAIN,460,MEAL,, EGGS, TUNA, SOY, WHEAT,,,,,,,SANDWICH,SALAD,TUNA,,
TUNA SALAD SANDWICH (WHOLE SANDWICH),AU BON PAIN,460,MEAL,, EGGS, TUNA, SOY, WHEAT,,,,,,,SANDWICH,SALAD,TUNA,,
TURKEY & BACON GUACAMOLE (6-INCH),SUBWAY,800,MEAL,,WHEAT,GLUTEN,SOYBEANS,NITRITES,,,,,,,SANDWICH,BACON,TURKEY,,
TURKEY & BACON GUACAMOLE (FOOTLONG),SUBWAY,1600,MEAL,,WHEAT,GLUTEN,SOYBEANS,NITRITES,,,,,,,SANDWICH,BACON,TURKEY,,
TURKEY & BASIL PESTO,STARBUCKS,540,MEAL,,,,,,,,,,,,SANDWICH,TURKEY,TURKEY,,
TURKEY & SWISS SANDWICH (HALF SANDWICH),AU BON PAIN,330,MEAL,, MILK, SOY, PECAN, WHEAT,,,,,,,SANDWICH,TURKEY,CHEESE,,
TURKEY & SWISS SANDWICH (WHOLE SANDWICH),AU BON PAIN,660,MEAL,, MILK, SOY, PECAN, WHEAT,,,,,,,SANDWICH,TURKEY,CHEESE,,
TURKEY BREAST,SUBWAY,110,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,BACON,TURKEY,,
TURKEY BREAST (6-INCH),SUBWAY,250,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,BACON,TURKEY,,
TURKEY BREAST (FOOTLONG),SUBWAY,500,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,TURKEY,TURKEY,,
TURKEY BREAST ON SPINACH WRAP,SUBWAY,430,MEAL,,WHEAT,GLUTEN,,,,,,,,,SANDWICH,TURKEY,TURKEY,,
TURKEY CHILI (LARGE),AU BON PAIN,450,MEAL,, SOY, WHEAT,,,,,,,,,SOUP,TURKEY,TURKEY,,
TURKEY CHILI (MEDIUM),AU BON PAIN,330,MEAL,, SOY, WHEAT,,,,,,,,,SOUP,TURKEY,TURKEY,,
TURKEY CHILI (SMALL),AU BON PAIN,220,MEAL,, SOY, WHEAT,,,,,,,,,SOUP,TURKEY,TURKEY,,
TURKEY CLUB (HALF SANDWICH),AU BON PAIN,300,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,TURKEY,TURKEY,,
TURKEY CLUB (TURKEY CLUB),AU BON PAIN,600,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,TURKEY,TURKEY,,
TURKEY RUSTICO PANINI,STARBUCKS,480,MEAL,,,,,,,,,,,,SANDWICH,TURKEY,TURKEY,,
TURKEY  BACON & GUACAMOLE ON TOMATO BASIL WRAP,SUBWAY,760,MEAL,,WHEAT,GLUTEN,NITRITES,,,,,,,,SANDWICH,BACON,TURKEY,,
TURKEY  BACON  SWISS PANINI,CROSSINGS,,MEAL,,,,,,,,,,,,SANDWICH,TURKEY,BACON,,
TURKEY  EGG & CHEESE FLATBREAD (6-INCH),SUBWAY,410,MEAL,,WHEAT,GLUTEN,SOYBEANS,MILK,EGG,EGG,MILK,,,,SANDWICH,CHEESE,EGGS,,
TURKEY  EGG & CHEESE FLATBREAD (FOOTLONG),SUBWAY,820,MEAL,,WHEAT,GLUTEN,SOYBEANS,MILK,EGG,EGG,MILK,,,,SANDWICH,CHEESE,EGGS,,
TURKEY  KALE & WILD RICE SOUP (LARGE),AU BON PAIN,420,MEAL,, MILK, WHEAT, SULFITES,,,,,,,,SOUP,TURKEY,TURKEY,,
TURKEY  KALE & WILD RICE SOUP (MEDIUM),AU BON PAIN,310,MEAL,, MILK, WHEAT, SULFITES,,,,,,,,SOUP,TURKEY,TURKEY,,
TURKEY  KALE & WILD RICE SOUP (SMALL),AU BON PAIN,210,MEAL,, MILK, WHEAT, SULFITES,,,,,,,,SOUP,TURKEY,TURKEY,,
TUSCAN BEAN & SAUSAGE,CROSSINGS,,MEAL,,,,,,,,,,,,SOUP,BEAN,PORK,,
TUSCAN WHITE BEAN SOUP (LARGE),AU BON PAIN,310,MEAL,, SOY,,,,,,,,,,SOUP,SOUP,SOUP,,
TUSCAN WHITE BEAN SOUP (MEDIUM),AU BON PAIN,230,MEAL,, SOY,,,,,,,,,,SOUP,SOUP,SOUP,,
TUSCAN WHITE BEAN SOUP (SMALL),AU BON PAIN,150,MEAL,, SOY,,,,,,,,,,SOUP,SOUP,SOUP,,
TWO TOMATO CAPRESE (HALF SANDWICH),AU BON PAIN,240,MEAL,, MILK, SOY, WHEAT, SULFITES,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
TWO TOMATO CAPRESE (WHOLE SANDWICH),AU BON PAIN,550,MEAL,, MILK, SOY, WHEAT, SULFITES,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
TWO TOMATO CAPRESE WITH CHICKEN (HALF SANDWICH),AU BON PAIN,290,MEAL,, MILK, SOY, WHEAT, SULFITES,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
TWO TOMATO CAPRESE WITH CHICKEN (WHOLE SANDWICH),AU BON PAIN,650,MEAL,, MILK, SOY, WHEAT, SULFITES,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
TYRRELLS(TM) LIGHTLY SALTED POTATO CHIPS,AU BON PAIN,200,SNACK,,,,,,,,,,,,CHIPS,CHIPS,CHIPS,,
TYRRELLS(TM) MATURE CHEDDAR & CHIVES POTATO CHIPS,AU BON PAIN,180,SNACK,, MILK,,,,,,,,,,CHIPS,CHIPS,CHIPS,,
TYRRELLS(TM) SEA SALT & CIDER VINEGAR POTATO CHIPS,AU BON PAIN,180,SNACK,,,,,,,,,,,,CHIPS,CHIPS,CHIPS,,
ULTIMATE MEATBALL MARINARA (6-INCH),SUBWAY,730,MEAL,,WHEAT,GLUTEN,SOYBEANS,MILK,,,,,,,SANDWICH,BEEF,BEEF,,
ULTIMATE MEATBALL MARINARA (FOOTLONG),SUBWAY,1460,MEAL,,WHEAT,GLUTEN,SOYBEANS,MILK,,,,,,,SANDWICH,BEEF,BEEF,,
ULTIMATE SPICY ITALIAN (6-INCH),SUBWAY,730,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,PEPPERONI,PEPPERONI,,
ULTIMATE SPICY ITALIAN (FOOTLONG),SUBWAY,1460,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,PEPPERONI,PEPPERONI,,
UPLAND WHEAT,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
VANILLA BEAN CREME - GRANDE,STARBUCKS,180,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VANILLA BEAN CREME - MINI,STARBUCKS,430,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VANILLA BEAN CREME - TALL,STARBUCKS,550,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VANILLA BEAN CREME - VENTI,STARBUCKS,280,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VANILLA CREME - GRANDE,STARBUCKS,180,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VANILLA CREME - SHORT,STARBUCKS,200,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VANILLA CREME - TALL,STARBUCKS,260,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VANILLA CREME - VENTI,STARBUCKS,260,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VANILLA LATTE (LARGE),AU BON PAIN,310,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VANILLA LATTE (MEDIUM),AU BON PAIN,240,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VANILLA LATTE WITH SUGAR FREE SYRUP (LARGE),AU BON PAIN,180,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VANILLA LATTE WITH SUGAR FREE SYRUP (MEDIUM),AU BON PAIN,140,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VANILLA MILKSHAKE,SMASHBURGER,790,BEVERAGE,EGG,MILK,PEANUT,TREE NUT,WHEAT,SOY,,,,,,MILKSHAKE,MILKSHAKE,MILKSHAKE,,
VANILLA SWEET CREAM COLD BREW - GRANDE,STARBUCKS,110,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VANILLA SWEET CREAM COLD BREW - TALL,STARBUCKS,90,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VANILLA SWEET CREAM COLD BREW - TRENTA,STARBUCKS,210,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VANILLA SWEET CREAM COLD BREW - VENTI,STARBUCKS,200,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VARIETY TACO 12 PACK,TACO BELL PIZZA HUT,2000,MEAL,,,,,,,,,,,,TACO,BEEF,CHEESE,,
VEGAN POWER UP,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,POMEGRANATE,RASPBERRY,,
VEGETABLE BEEF & BARLEY (LARGE),AU BON PAIN,210,MEAL,, MILK, SOY, WHEAT,,,,,,,,SOUP,BEEF,BEEF,,
VEGETABLE BEEF & BARLEY (MEDIUM),AU BON PAIN,160,MEAL,, MILK, SOY, WHEAT,,,,,,,,SOUP,BEEF,BEEF,,
VEGETABLE BEEF & BARLEY (SMALL),AU BON PAIN,110,MEAL,, MILK, SOY, WHEAT,,,,,,,,SOUP,BEEF,BEEF,,
VEGETABLE FLATBREAD ,ROHRS,,MEAL,,,,,,,,,,,,SANDWICH,VEGETABLES,VEGETABLES,,
VEGETARIAN BLACK BEAN SOUP,CROSSINGS,,MEAL,,,,,,,,,,,,SOUP,BEAN,BEAN,,
VEGETARIAN BURGER,DECIO,,MEAL,,,,,,,,,,,,BURGER,BURGER,BURGER,,
VEGETARIAN CHILI (LARGE),AU BON PAIN,340,MEAL,,,,,,,,,,,,SOUP,SOUP,SOUP,,
VEGETARIAN CHILI (MEDIUM),AU BON PAIN,260,MEAL,,,,,,,,,,,,SOUP,SOUP,SOUP,,
VEGETARIAN CHILI (SMALL),AU BON PAIN,170,MEAL,,,,,,,,,,,,SOUP,SOUP,SOUP,,
VEGETARIAN DELUXE,AU BON PAIN,270,MEAL,, MILK,,,,,,,,,,VEGETABLES,VEGETABLES,VEGETABLES,,
VEGETARIAN MINESTRONE SOUP (LARGE),AU BON PAIN,160,MEAL,, EGGS, WHEAT,,,,,,,,,SOUP,SOUP,SOUP,,
VEGETARIAN MINESTRONE SOUP (MEDIUM),AU BON PAIN,120,MEAL,, EGGS, WHEAT,,,,,,,,,SOUP,SOUP,SOUP,,
VEGETARIAN MINESTRONE SOUP (SMALL),AU BON PAIN,80,MEAL,, EGGS, WHEAT,,,,,,,,,SOUP,SOUP,SOUP,,
VEGGIE & HUMMUS WRAP,AU BON PAIN,540,MEAL,, MILK, SOY, WHEAT, SESAME,,,,,,,SANDWICH,EGGS,EGGS,,
VEGGIE DELITE,SUBWAY,60,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,EGGS,EGGS,,
VEGGIE DELITE ON SPINACH WRAP,SUBWAY,330,MEAL,,WHEAT,GLUTEN,,,,,,,,,SANDWICH,EGGS,EGGS,,
VEGGIE ROLL,STAR GINGER,236,MEAL,,,,,,,,,,,,SUSHI,VEGETABLES,VEGETABLES,,
VERY BERRY HIBISCUS - GRANDE,STARBUCKS,0,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VERY BERRY HIBISCUS - TALL,STARBUCKS,0,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VERY BERRY HIBISCUS - TRENTA,STARBUCKS,70,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VERY BERRY HIBISCUS - VENTI,STARBUCKS,60,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
VIETNAMESE PHO  BEEF,STAR GINGER,400,MEAL,,,,,,,,,,,,SOUP,PASTA,BEEF,,
VIETNAMESE PHO  TOFU & VEGGIES,STAR GINGER,370,MEAL,,,,,,,,,,,,SOUP,PASTA,TOFU,,
VIETNAMESE PHO CHICKEN,STAR GINGER,410,MEAL,,,,,,,,,,,,SOUP,PASTA,CHICKEN,,
VITAMIN WATER (KIDS),SMASHBURGER,70,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
VITAMIN WATER (LARGE),SMASHBURGER,190,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
VITAMIN WATER (REGULAR),SMASHBURGER,130,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
VITAMIN WATER ZERO - SQUEEZED (LARGE),AU BON PAIN,10,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
VITAMIN WATER ZERO - SQUEEZED (MEDIUM),AU BON PAIN,5,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
VITAMIN WATER ZERO - XXX (LARGE),AU BON PAIN,5,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
VITAMIN WATER ZERO - XXX (MEDIUM),AU BON PAIN,5,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
VOLPI PEPPERONI & TOMATO SAVORY FOLDOVER,STARBUCKS,270,MEAL,,,,,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
WARM APPLE BAKE,AU BON PAIN,80,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,PASTRY,PASTRY,PASTRY,,
WARM CHICKEN AVOCADO SANDWICH (HALF SANDWICH),AU BON PAIN,300,MEAL,, EGGS, SOY, WHEAT,,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
WARM CHICKEN AVOCADO SANDWICH (WHOLE SANDWICH),AU BON PAIN,600,MEAL,, EGGS, SOY, WHEAT,,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
WARM PRETZEL STICKS,LEGENDS,,MEAL,,,,,,,,,,,,BREAD,CHEESE ,CHEESE ,,
WARM ROAST BEEF SANDWICH,CROSSINGS,,MEAL,,,,,,,,,,,,SANDWICH,BEEF,BEEF,,
WASHINGTON APPLE POUND CAKE,STARBUCKS,360,SNACK,,,,,,,,,,,,PASTRY,CAKE,CAKE,,
Water,GARBANZO ,,BEVERAGE,,,,,,,,,,,,WATER,WATER,WATER,,
WEIHENSTEPHANER HEFE WEISSBIER,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
WHEAT SPINACH SAVORY FOLDOVER,STARBUCKS,250,MEAL,,,,,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
WHIPPED CREAM TOPPING,AU BON PAIN,20,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
WHITE,PIZZA PI,,MEAL,,,,,,,,,,,,PIZZA,CHEESE,CHEESE,,
WHITE & ROSE WINES,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
WHITE CHOCOLATE CREME - GRANDE,STARBUCKS,490,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
WHITE CHOCOLATE CREME - TALL,STARBUCKS,400,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
WHITE CHOCOLATE CREME - VENTI,STARBUCKS,280,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
WHITE CHOCOLATE MACADAMIA COOKIE,AU BON PAIN,330,SNACK,, EGGS, MILK, SOY, MACADAMIA,,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
WHITE CHOCOLATE MOCHA - GRANDE,STARBUCKS,470,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
WHITE CHOCOLATE MOCHA - GRANDE,STARBUCKS,300,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
WHITE CHOCOLATE MOCHA - TALL,STARBUCKS,370,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
WHITE CHOCOLATE MOCHA - TALL,STARBUCKS,600,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
WHITE CHOCOLATE MOCHA - VENTI,STARBUCKS,580,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
WHITE CHOCOLATE MOCHA - VENTI,STARBUCKS,420,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
WHITE HOT CHOCOLATE - GRANDE,STARBUCKS,240,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
WHITE HOT CHOCOLATE - SHORT,STARBUCKS,170,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
WHITE HOT CHOCOLATE - TALL,STARBUCKS,210,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
WHITE HOT CHOCOLATE - VENTI,STARBUCKS,340,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
WHOLE WHEAT SKINNY BAGEL,AU BON PAIN,90,MEAL,, SOY, WHEAT,,,,,,,,,BREAD,BREAD,BREAD,,
WHOLE WHEAT TORTILLA WRAP,AU BON PAIN,260,MEAL,, SOY, WHEAT,,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
WILD MUSHROOM BISQUE (LARGE),AU BON PAIN,250,MEAL,, MILK, SOY, WHEAT, SULFITES,,,,,,,SOUP,SOUP,SOUP,,
WILD MUSHROOM BISQUE (MEDIUM),AU BON PAIN,190,MEAL,, MILK, SOY, WHEAT, SULFITES,,,,,,,SOUP,SOUP,SOUP,,
WILD MUSHROOM BISQUE (SMALL),AU BON PAIN,130,MEAL,, MILK, SOY, WHEAT, SULFITES,,,,,,,SOUP,SOUP,SOUP,,
WILD STRAWBERRY,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,STRAWBERRY,STRAWBERRY,,
WILLIAM HILL,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
WINTERGREEN SALAD - HALF,MODERN MARKET,,MEAL,,,,,,,,,,,,SALAD,SALAD,SALAD,,
WINTERGREEN SALAD - WHOLE,MODERN MARKET,,MEAL,,,,,,,,,,,,STEAK,STEAK,STEAK,,
YUENGLING LAGER,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
ZESTY BBQ CHICKEN,PIZZA PI,,MEAL,,,,,,,,,,,,PIZZA,CHICKEN,CHEESE,,
