NAME,RESTAURANT NAME,CALORIES,CATEGORY,PRICE ,ALLERGENS 1,ALLERGENS 2,ALLERGENS 3,ALLERGENS 4,ALLERGENS 5,ALLERGENS 6,ALLERGENS 7,ALLERGENS 8,ALLERGENS 9,ALLERGENS 10,SIMPLE NAME 1,SIMPLE NAME 2,SIMPLE NAME 3,,
CHIPOTLE BLACK BEAN BURGER WITH AVOCADO SANDWICH (WHOLE SANDWICH),AU BON PAIN,690,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
CHIPOTLE CHICKEN MELY,HAGERTY FAMILY CAFE,,MEAL,,,,,,,,,,,,SANDWICH,CHICKEN,CHEESE,,
CHIPOTLE SOUTHWEST STEAK & CHEESE ON TOMATO BASIL WRAP,SUBWAY,740,MEAL,,WHEAT,GLUTEN,,,,,,,,,SANDWICH,CHEESE,CHEESE,,
CHIPOTLE STEAK SANDWICH,MODERN MARKET,475,MEAL,,,,,,,,,,,,SANDWICH,STEAK,STEAK,,
CHIPOTLE TURKEY & AVOCADO (HALF SANDWICH),AU BON PAIN,350,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,TURKEY,TURKEY,,
CHIPOTLE TURKEY & AVOCADO (WHOLE SANDWICH),AU BON PAIN,680,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,TURKEY,TURKEY,,
CHOCOLATE,STARBUCKS,320,SNACK,,,,,,,,,,,,SNACK,CHOCOLATE,CHOCOLATE,,
CHOCOLATE - GRANDE,STARBUCKS,400,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
CHOCOLATE & CR�ME TORSADE,AU BON PAIN,230,SNACK,, EGGS, MILK, SOY, COCONUT, SULFITES,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
CHOCOLATE CAKE ,ROHRS,,SNACK,,,,,,,,,,,,CAKE,CHOCOLATE,CHOCOLATE,,
CHOCOLATE CAKE POP,STARBUCKS,160,SNACK,,,,,,,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
CHOCOLATE CHIP BROWNIE,AU BON PAIN,440,SNACK,, EGGS,MILK, SOY, WHEAT, PEANUTS,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
CHOCOLATE CHIP COOKIE,AU BON PAIN,370,SNACK,, EGGS, MILK, SOY, WHEAT,,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
CHOCOLATE CHIP COOKIE,STARBUCKS,310,SNACK,,,,,,,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
CHOCOLATE CHIP COOKIE DOUGH CAKE POP,STARBUCKS,180,SNACK,,,,,,,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
CHOCOLATE COOKIE CRUMBLE CREME - GRANDE,STARBUCKS,460,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
CHOCOLATE COOKIE CRUMBLE CREME - TALL,STARBUCKS,360,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
CHOCOLATE COOKIE CRUMBLE CREME - VENTI,STARBUCKS,340,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
CHOCOLATE COVERED ALMONDS,AU BON PAIN,450,SNACK,, MILK, SOY, ALMONDS,,,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
CHOCOLATE CROISSANT,AU BON PAIN,470,SNACK,, EGGS, MILK, SOY, WHEAT,,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
CHOCOLATE CROISSANT,AU BON PAIN CART,470,SNACK,, EGGS, MILK, SOY, WHEAT,,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
CHOCOLATE CROISSANT,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,CHOCOLATE,PASTRY,COOKIE,,
CHOCOLATE CROISSANT,STARBUCKS,340,MEAL,,,,,,,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
CHOCOLATE DIPPED CRANBERRY ALMOND COCONUT MACAROON,AU BON PAIN,290,SNACK,, EGGS, MILK, SOY, ALMONDS, WHEAT, SULFITES,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
CHOCOLATE MARBLE LOAF CAKE,STARBUCKS,490,SNACK,,,,,,,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
CHOCOLATE MILKSHAKE,SMASHBURGER,790,BEVERAGE,EGG,MILK,PEANUT,TREE NUT,WHEAT,SOY,,,,,,MILKSHAKE,MILKSHAKE,MILKSHAKE,,
CHUNKY PEANUT BUTTER COOKIE,AU BON PAIN,400,SNACK,, EGGS, MILK, PEANUTS, WHEAT,,,,,,,PASTRY,COOKIE,COOKIE,,
CIABATTA (LARGE),AU BON PAIN,240,MEAL,, MILK, SOY, WHEAT,,,,,,,,BREAD,BREAD,BREAD,,
CIABATTA (SMALL),AU BON PAIN,190,MEAL,, MILK, SOY, WHEAT,,,,,,,,BREAD,BREAD,BREAD,,
CINNABON DELIGHTS,TACO BELL PIZZA HUT,160,SNACK,,,,,,,,,,,,PASTRY,PASTRY,PASTRY,,
CINNABON DELIGHTS,TACO BELL PIZZA HUT,,SNACK,,,,,,,,,,,,PASTRY,PASTRY,PASTRY,,
CINNAMON CRISP BAGEL,AU BON PAIN,370,MEAL,, MILK, SOY, WHEAT,,,,,,,,BREAD,BREAD,BREAD,,
CINNAMON DOLCE CREME - GRANDE,STARBUCKS,480,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
CINNAMON DOLCE CREME - TALL,STARBUCKS,400,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
CINNAMON DOLCE CREME - VENTI,STARBUCKS,280,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
CINNAMON RAISIN BAGEL,AU BON PAIN,280,MEAL,, SOY, WHEAT,,,,,,,,,BREAD,BREAD,BREAD,,
CINNAMON RAISIN BAGEL,STARBUCKS,270,MEAL,,,,,,,,,,,,PASTRY,PASTRY,PASTRY,,
CINNAMON ROLL,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,BREAD,PASTRY,CINNAMON,,
CINNAMON SWIRL ROLL,AU BON PAIN,550,SNACK,, EGGS, MILK, SOY, WHEAT,,,,,,,PASTRY,PASTRY,PASTRY,,
CINNAMON TWISTS,TACO BELL PIZZA HUT,170,SNACK,,,,,,,,,,,,PASTRY,PASTRY,PASTRY,,
CLAM CHOWDER (LARGE),AU BON PAIN,460,MEAL,, COD, MILK, CLAMS, WHEAT,,,,,,,SOUP,SOUP,SOUP,,
CLAM CHOWDER (MEDIUM),AU BON PAIN,350,MEAL,, COD, MILK, CLAMS, WHEAT,,,,,,,SOUP,SOUP,SOUP,,
CLAM CHOWDER (SMALL),AU BON PAIN,230,MEAL,, COD, MILK, CLAMS, WHEAT,,,,,,,SOUP,SOUP,SOUP,,
CLASHMORE MIKE S BUFFALO CHICKEN WRAP,LEGENDS,,MEAL,,,,,,,,,,,,CHICKEN,CHICKEN,CHICKEN,,
CLASSIC CHEESE,PIZZA PI,,MEAL,,,,,,,,,,,,PIZZA,CHEESE,CHEESE,,
CLASSIC COBB SALAD (NO DRESSING  NO PROTEIN OPTION),SMASHBURGER,320,MEAL,EGG,MILK,,,,,,,,,,SALAD,SALAD,SALAD,,
CLASSIC COFFEE CAKE,STARBUCKS,330,SNACK,,,,,,,,,,,,SNACK,CAKE,CAKE,,
CLASSIC GRILLED CHEESE,AU BON PAIN,520,MEAL,, MILK, SOY, WHEAT,,,,,,,,SANDWICH,CHEESE,CHEESE,,
CLASSIC OATMEAL,STARBUCKS,160,MEAL,,,,,,,,,,,,OATMEAL,OATMEAL,OATMEAL,,
CLASSIC OATMEAL (LARGE),AU BON PAIN,340,MEAL,,,,,,,,,,,,BREAKFAST,BREAKFAST,BREAKFAST,,
CLASSIC OATMEAL (MEDIUM),AU BON PAIN,260,MEAL,,,,,,,,,,,,BREAKFAST,BREAKFAST,BREAKFAST,,
CLASSIC OATMEAL (SMALL),AU BON PAIN,170,MEAL,,,,,,,,,,,,BREAKFAST,BREAKFAST,BREAKFAST,,
CLASSIC OATMEAL RAISIN COOKIE,AU BON PAIN,290,SNACK,, EGGS, MILK, WHEAT,,,,,,,,PASTRY,COOKIE,COOKIE,,
CLASSIC SMASH,SMASHBURGER,560,MEAL,EGG,MILK,TREE NUT,WHEAT,SOY,,,,,,,BURGER,SANDWICH,SANDWICH,,
CLASSIC TUNA (6-INCH),SUBWAY,450,MEAL,,WHEAT,GLUTEN,SOYBEANS,EGG,FISH,FISH,,,,,SANDWICH,SANDWICH,SANDWICH,,
CLASSIC TUNA (FOOTLONG),SUBWAY,900,MEAL,,WHEAT,GLUTEN,SOYBEANS,EGG,FISH,FISH,,,,,SANDWICH,SANDWICH,SANDWICH,,
CLASSIC WINGS 12,LEGENDS,,MEAL,,,,,,,,,,,,CHICKEN,CHICKEN,CHICKEN,,
CLASSIC WINGS 6,LEGENDS,,MEAL,,,,,,,,,,,,CHICKEN,CHICKEN,CHICKEN,,
COCA COLA (KIDS),SMASHBURGER,150,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
COCA COLA (LARGE),SMASHBURGER,390,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
COCA COLA (REGULAR),SMASHBURGER,270,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
COFFEE,AU BON PAIN CART,5,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COFFEE,CAFE COMMONS,5,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COFFEE,DECIO,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COFFEE,CROSSINGS,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COFFEE - GRANDE,STARBUCKS,240,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COFFEE - MINI,STARBUCKS,120,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COFFEE - TALL,STARBUCKS,180,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COFFEE - VENTI,STARBUCKS,350,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COKE (LARGE),AU BON PAIN,390,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
COKE (MEDIUM),AU BON PAIN,290,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
COKE ZERO (KIDS),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
COKE ZERO (LARGE),AU BON PAIN,5,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
COKE ZERO (LARGE),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
COKE ZERO (MEDIUM),AU BON PAIN,5,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
COKE ZERO (REGULAR),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
COLD BREW,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD BREW - GRANDE,STARBUCKS,5,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD BREW - TALL,STARBUCKS,5,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD BREW - TRENTA,STARBUCKS,5,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD BREW - VENTI,STARBUCKS,5,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD BREW WITH CASCARA COLD FOAM - GRANDE,STARBUCKS,80,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD BREW WITH CASCARA COLD FOAM - TALL,STARBUCKS,50,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD BREW WITH CASCARA COLD FOAM - TRENTA,STARBUCKS,130,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD BREW WITH CASCARA COLD FOAM - VENTI,STARBUCKS,100,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD BREW WITH COLD FOAM - GRANDE,STARBUCKS,35,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD BREW WITH COLD FOAM - TALL,STARBUCKS,30,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD BREW WITH COLD FOAM - TRENTA,STARBUCKS,45,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD BREW WITH COLD FOAM - VENTI,STARBUCKS,40,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD BREW WITH SALTED CREAM COLD FOAM - GRANDE,STARBUCKS,230,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD BREW WITH SALTED CREAM COLD FOAM - TALL,STARBUCKS,160,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD BREW WITH SALTED CREAM COLD FOAM - TRENTA,STARBUCKS,340,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD BREW WITH SALTED CREAM COLD FOAM - VENTI,STARBUCKS,280,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
COLD CUT COMBO,SUBWAY,180,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
COLD CUT COMBO (6-INCH),SUBWAY,330,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
COLD CUT COMBO (FOOTLONG),SUBWAY,660,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
COLD CUT COMBO ON TOMATO BASIL WRAP,SUBWAY,570,MEAL,,WHEAT,GLUTEN,,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
CONFETTI SUGAR COOKIE,STARBUCKS,410,SNACK,,,,,,,,,,,,PASTRY,COOKIE,COOKIE,,
Cookie,GARBANZO ,,SNACK,,,,,,,,,,,,PASTRY,PASTRY,PASTRY,,
COOKIE DOUGH,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,COOKIE,COOKIE,,
COOKIE DOUGH,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,PASTRY,COOKIE,COOKIE,,
COOKIE  CHOCOLATE CHUNK ,SUBWAY,200,MEAL,,EGG,GLUTEN,SOYBEANS,MILK,PEANUTS,PEANUTS,TREE NUTS,SOYBEANS,,,SANDWICH,SANDWICH,SANDWICH,,
COOKIE  DOUBLE CHOCOLATE ,SUBWAY,210,MEAL,,EGG,GLUTEN,SOYBEANS,MILK,PEANUTS,PEANUTS,TREE NUTS,SOYBEANS,,,SANDWICH,SANDWICH,SANDWICH,,
CORN & GREEN CHILI BISQUE (LARGE),AU BON PAIN,360,MEAL,, MILK, SOY, WHEAT,,,,,,,,SOUP,SOUP,SOUP,,
CORN & GREEN CHILI BISQUE (MEDIUM),AU BON PAIN,270,MEAL,, MILK, SOY, WHEAT,,,,,,,,SOUP,SOUP,SOUP,,
CORN & GREEN CHILI BISQUE (SMALL),AU BON PAIN,180,MEAL,, MILK, SOY, WHEAT,,,,,,,,SOUP,SOUP,SOUP,,
CORN CHOWDER (LARGE),AU BON PAIN,480,MEAL,, MILK, SOY, WHEAT,,,,,,,,SOUP,SOUP,SOUP,,
CORN CHOWDER (MEDIUM),AU BON PAIN,360,MEAL,, MILK, SOY, WHEAT,,,,,,,,SOUP,SOUP,SOUP,,
CORN CHOWDER (SMALL),AU BON PAIN,240,MEAL,, MILK, SOY, WHEAT,,,,,,,,SOUP,SOUP,SOUP,,
CORN CHOWDER SOUP,CROSSINGS,,MEAL,,,,,,,,,,,,SOUP,CORN,CORN,,
CORN MUFFIN,AU BON PAIN,470,SNACK,, EGGS, MILK, SOY, WHEAT, PECAN, WALNUT,,,,,PASTRY,PASTRY,PASTRY,,
COUNTRY GRILLED CHEESE,AU BON PAIN,580,MEAL,, MILK, SOY, WHEAT,,,,,,,,SANDWICH,CHEESE,CHEESE,,
COUNTRY WHITE BREAD,AU BON PAIN,240,MEAL,, SOY, WHEAT,,,,,,,,,BREAD,BREAD,BREAD,,
CREAM OF CHICKEN & WILD RICE SOUP (LARGE),AU BON PAIN,360,MEAL,, MILK, SOY, WHEAT,,,,,,,,SOUP,CHICKEN,CHICKEN,,
CREAM OF CHICKEN & WILD RICE SOUP (MEDIUM),AU BON PAIN,270,MEAL,, MILK, SOY, WHEAT,,,,,,,,SOUP,CHICKEN,CHICKEN,,
CREAM OF CHICKEN & WILD RICE SOUP (SMALL),AU BON PAIN,180,MEAL,, MILK, SOY, WHEAT,,,,,,,,SOUP,CHICKEN,CHICKEN,,
CREME BRULEE OF THE MONTH ,ROHRS,,SNACK,,,,,,,,,,,,BRULEE,BRULEE,BRULEE,,
CRISPY GRILLED CHEESE SANDWICH,STARBUCKS,540,MEAL,,,,,,,,,,,,SANDWICH,CHEESE,CHEESE,,
CROISSANT SANDWHICH,CHARRON FAMILY,,MEAL,,,,,,,,,,,,PASTRY,PASTRY,PASTRY,,
CROISSANTS,CHARRON FAMILY,,MEAL,,,,,,,,,,,,PASTRY,PASTRY,PASTRY,,
CRUNCHWRAP SUPREME,TACO BELL PIZZA HUT,530,MEAL,,,,,,,,,,,,BURRITO,TACO,BEEF,,
CRUNCHY TACO,TACO BELL PIZZA HUT,190,MEAL,,,,,,,,,,,,TACO,BEEF,CHEESE,,
CRUNCHY TACO SUPREME,TACO BELL PIZZA HUT,190,MEAL,,,,,,,,,,,,TACO,BEEF,CHEESE,,
CUBAN BOWL,CROSSINGS,,MEAL,,,,,,,,,,,,VEGETABLES,TOMATOS,RICE,,
CURRIED RICE & LENTIL SOUP (LARGE),AU BON PAIN,240,MEAL,, SOY,,,,,,,,,,SOUP,SOUP,SOUP,,
CURRIED RICE & LENTIL SOUP (MEDIUM),AU BON PAIN,180,MEAL,, SOY,,,,,,,,,,SOUP,SOUP,SOUP,,
CURRIED RICE & LENTIL SOUP (SMALL),AU BON PAIN,120,MEAL,, SOY,,,,,,,,,,SOUP,SOUP,SOUP,,
CURRY CHICKEN BOWL,MODERN MARKET,,MEAL,,,,,,,,,,,,RICE,CURRY,CHICKEN,,
CUSTOM SANDWICH,CAFE COMMONS,,MEAL,,,,,,,,,,,,SANDWHICH,SANDWHICH,SANDWHICH,,
DASANI WATER,MODERN MARKET,,BEVERAGE,,,,,,,,,,,,WATER,WATER,WATER,,
DELI SANDWICH,CAFE DE GRASTA,,MEAL,,,,,,,,,,,,SANDWICH,CHEESE,CHEESE,,
DELI SANDWICH CHICKEN,CAFE DE GRASTA,,MEAL,,,,,,,,,,,,SANDWICH,CHEESE,CHICKEN,,
DELI SANDWICH HAM,CAFE DE GRASTA,,MEAL,,,,,,,,,,,,SANDWICH,CHEESE,HAM,,
DELI SANDWICH TURKEY,CAFE DE GRASTA,,MEAL,,,,,,,,,,,,SANDWICH,CHEESE,TURKEY,,
DENVER CREPE,HAGERTY FAMILY CAFE,,MEAL,,,,,,,,,,,,SANDWICH,EGG,CHEESE,,
DIET COKE (KIDS),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
DIET COKE (LARGE),AU BON PAIN,5,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
DIET COKE (LARGE),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
DIET COKE (MEDIUM),AU BON PAIN,5,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
DIET COKE (REGULAR),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
DIET COKE  CAFFEINE FREE (KIDS),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
DIET COKE  CAFFEINE FREE (LARGE),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
DIET COKE  CAFFEINE FREE (REGULAR),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
DIET DR. PEPPER (KIDS),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
DIET DR. PEPPER (LARGE),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
DIET DR. PEPPER (REGULAR),SMASHBURGER,0,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
DON MIGUEL GASCON,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
DONUTS,CHARRON FAMILY,,MEAL,,,,,,,,,,,,PASTRY,PASTRY,PASTRY,,
DORITOS LOCOS SUPREME,TACO BELL PIZZA HUT,190,MEAL,,,,,,,,,,,,TACO,BEEF,CHEESE,,
DORITOS LOCOS TACOS,TACO BELL PIZZA HUT,170,MEAL,,,,,,,,,,,,TACO,BEEF,CHEESE,,
DOUBLE CHOCOLATE CHUNK BROWNIE,STARBUCKS,480,SNACK,,,,,,,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
DOUBLE CHOCOLATE CHUNK MUFFIN,AU BON PAIN,580,SNACK,, EGGS, MILK, SOY, WHEAT, PECAN, WALNUT,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
DOUBLE CHOCOLATE CHUNK MUFFIN,AU BON PAIN CART,580,SNACK,, EGGS, MILK, SOY, WHEAT, PECAN, WALNUT,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
DOUBLE CHOCOLATE CUPCAKE,AU BON PAIN,320,SNACK,, EGG, MILK, SOY, WHEAT, HAZELNUTS, MACADAMIAS, PECANS, PISTACHIOS, WALNUTS,,PASTRY,CHOCOLATE,CHOCOLATE,,
DOUBLE CHOCOLATE MUDSLIDE COOKIE,AU BON PAIN,370,SNACK,, EGGS, MILK, SOY, WALNUTS,,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
DOUBLE CHOCOLATY CHIP CREME - GRANDE,STARBUCKS,210,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
DOUBLE CHOCOLATY CHIP CREME - MINI,STARBUCKS,470,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
DOUBLE CHOCOLATY CHIP CREME - TALL,STARBUCKS,560,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
DOUBLE CHOCOLATY CHIP CREME - VENTI,STARBUCKS,310,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
DOUBLE-SMOKED BACON  CHEDDAR & EGG SANDWICH,STARBUCKS,520,MEAL,,,,,,,,,,,,SANDWICH,EGG,BACON,,
DOZEN COOKIES,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,PASTRY,COOKIE,COOKIE,,
DOZEN COOKIES,PIZZA PI,,SNACK,,,,,,,,,,,,COOKIE,COOKIE,COOKIE,,
DR. PEPPER (KIDS),SMASHBURGER,150,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
DR. PEPPER (LARGE),SMASHBURGER,400,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
DR. PEPPER (REGULAR),SMASHBURGER,280,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
EDAMAME HUMMUS WRAP BISTRO BOX,STARBUCKS,490,MEAL,,,,,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
EDNA VALLEY,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
EGG & CHEESE FLATBREAD (6-INCH),SUBWAY,380,MEAL,,WHEAT,GLUTEN,SOYBEANS,MILK,EGG,EGG,MILK,,,,SANDWICH,CHEESE,EGGS,,
EGG & CHEESE FLATBREAD (FOOTLONG),SUBWAY,760,MEAL,,WHEAT,GLUTEN,SOYBEANS,MILK,EGG,EGG,MILK,,,,SANDWICH,CHEESE,EGGS,,
EGG ROLL,STAR GINGER,130,MEAL,,,,,,,,,,,,EGG,EGG,EGG,,
EGG WHITE FLORENTINE,HAGERTY FAMILY CAFE,,MEAL,,,,,,,,,,,,SANDWICH,EGG,BACON,,
EGG WHITES & CHEDDAR ON SKINNY WHEAT BAGEL,AU BON PAIN,210,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,EGGS,EGGS,,
EGG WHITES  CHEDDAR & AVOCADO ON SKINNY WHEAT BAGEL,AU BON PAIN,360,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,EGGS,EGGS,,
EGGPLANT PARMESAN,AU BON PAIN,50,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,VEGETABLES,EGGS,EGGS,,
EGGS & CHEESE PROTEIN BOX,STARBUCKS,470,MEAL,,,,,,,,,,,,SANDWICH,EGG,CHEESE,,
EL CUBANO,LEGENDS,,MEAL,,,,,,,,,,,,PORK,PORK,PORK,,
ENERGY COOKIE,AU BON PAIN,390,SNACK,, EGGS, MILK, SOY, WHEAT,,,,,,,PASTRY,COOKIE,COOKIE,,
ENGLISH TOFFEE COOKIE,AU BON PAIN,320,SNACK,, EGG, MILK, SOY, ALMONDS, WHEAT,WALNUTS,,,,,PASTRY,COOKIE,COOKIE,,
ESPRESSO - DOUBLE SHOT,AU BON PAIN,10,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ESPRESSO - GRANDE,STARBUCKS,,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ESPRESSO - TALL,STARBUCKS,160,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ESPRESSO - VENTI,STARBUCKS,230,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ESPRESSO CON PANNA (WHIPPED CREAM) - DOUBLE,STARBUCKS,35,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ESPRESSO CON PANNA (WHIPPED CREAM) - QUAD,STARBUCKS,50,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ESPRESSO CON PANNA (WHIPPED CREAM) - SINGLE,STARBUCKS,30,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ESPRESSO CON PANNA (WHIPPED CREAM) - TRIPLE,STARBUCKS,40,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ESPRESSO SHOT - SINGLE,STARBUCKS,5,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ESPRESSO SHOTS - DOUBLE,STARBUCKS,10,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ESPRESSO SHOTS - QUAD,STARBUCKS,20,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ESPRESSO SHOTS - TRIPLE,STARBUCKS,15,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ETHOS BOTTLED WATER,STARBUCKS,0,BEVERAGE,MILK,,,,,,,,,,,WATER,WATER,WATER,,
